HOTKEY,COLDKEY,EMISSION(ρ),DIVIDENDS
5Fehqt5NXB3JNATGyfTALVAhPUmww6fJFffDk17JB3nKfTxo,5DoRfJDp6qxtg1hQTYMWgeXbrXBKGZF7cnZFxupAxzfbzw4q,0.001631556,0.0
5Fej6T2CUk5Vb3L2QzKWejqMMPpFZjQpffqkzYtdEzV4Xrfh,5ChisbcAaZKhXkmee1XhPZCrW3J4nUZSEjGxu2cXsoPQwghw,0.008155784,0.0
5Fej6zMg8hRgY8KywCcovzh1vvyRCqUhR5fA6fNCGH1oXRr3,5HVbMkSCa4PFEPXpbSRDyXMZ6qYHVG1FRo2j8LSqMMmyRpLF,0.007903833,0.0
5FejdRWLTcXtJTiM2nXeG3JWbKZphB1JrW75X52rgeH6HSS3,5F6isJTzPdwhFLPEjbY4t35RpYMAHvPahUPHZZMnmZL2yWh7,0.001700545,0.0
5FekdxcGFA1W4KnirTYktjWTA2ggz47omnqKWhaJM2tLJXmn,5DaVDuD1qLKc5jXiRiNyC6QYioANcpqLwDGJBEww9zHg1zyK,0.04114813,0.0
5Fekt1jgCmedHo1iTb9RJGvA8bs9CES5h7oczdohDErWL7pS,5E4SvfBWtzEZ5rhGuAWKnkvCnPB33zMHhHhkgxG11YcqM8BS,0.007937011,0.0
5FemrotutvHKZPDSHctG5jgJ9PUjofR2TtLntZAPMGmvJG4A,5C5RvXd3at77sSrj5KjTgKvnZuycRFYB7PYjiTjubqBp3bh8,0.0,0.0
5FenPVM4UdCv5Nf5Zao1S3PaxpPJxSy9AocaDs7srByywB6s,5EkKLncghsG8U6N1vfku46b8a7suGew7bVt61zdbcrDWc9wh,0.001113543,0.0
5FenqSbX36DdAmDKD9MyG8owG75Pa5SHfHq4EQvTbD21EfDk,5ELiTHbiKqPwLaxpG2jDRYYih8Xa4jz6GwQoQaT56RvJZ852,0.0,0.0
5FeoBYHVvDekHZUhAeF8EjvTroMMSiZ5YesFT7JhocZjXzdB,5D2Zb2xUsjWPHP8RKyAbNrFYrnNH7gKaEVx6Jk3FJJr4dKMJ,0.030534202,0.0
5FeoGkVbHfJAHDYExBv1uRGXkmi1kPesFjJA1fyxmHNFU3vP,5DoZSXoQrR43uVHh6oXbYTeCkjqz6yi9MTFJTjmMh7KPsfd6,0.02179384,0.0
5FeoRHGxnVDdpRQvyGde5dvX74VzP69rrH56sLLS5Qh3PC6g,5D5KKf9Bp3ZvwpVbFFHJ5kdJ9rrNye4L3kzPvJ4yC5U9w7d6,0.005904922,0.0
5FeoSc4fnqjoskxLmEWXT4iGHzGumHHGc7yyWTftkpakmGF1,5DoZSXoQrR43uVHh6oXbYTeCkjqz6yi9MTFJTjmMh7KPsfd6,0.022763748,0.0
5FeoXeoLgCGsdP3CyhAKvF4cGRiDRveHL5ac1K61CM38WirZ,5Ca5XdeoCs4fUFKovjgPQ4qVLXepyHLP7C88mcYJryHtdkFh,0.007852869,0.0
5Fepqi65zKoejiFxzt2hSJt8e8BBYZtTtFH8Rz6MCZkXUAR6,5GbzTUNtYFyUKbRGCT6YqLnYJZQ8y84C5YvQ4wLSQGu3TZWb,0.011194591,0.0
5FeqPhpuFf2Uhh92Pj876qQbdpDqur1h1LvrbsD3qBx4vZo1,5ECnjvHY4oGEyWqsuJjSYTiUJGP2wZE1bsJhnrnsUvfJ94Wb,0.002983927,0.0
5FeqdRETNHx6t1JNEgifUR2zkKjP81GiFf7uU6TwShdmDskE,5Cr66VmePd37oLBRVcRD7Nzh6M7jiBe8NoVYjSWrpZ9cj63P,0.006261941,0.0
5FeuMGENytw7EUbz9J9QesGSCWRq2BaS2jy5uUQRw2m2rfqW,5Fh7fQrUFYzVhkimRdeoApj6gmDezfAzDJhEUdaH273QkVxW,0.020984968,0.0
5Feuw8KBGuzTmqLHgQYVPN1nNiSXAZbbfd8hhDFycyqXejo1,5HgRYQkxSmmiXXQb56DjZ3pYm9ZsbHQq11LGu1yW27eVtvKp,0.007981067,0.0
5FeuzZNthxW8bG8Gii5FhhUi9FWs8EyGwm9a3UjELQjfQjmo,5EeGDXixFRSHhPTVKhM1bYxr9qXYd4iuteFornKijD8YAJNG,0.002293225,0.0
5FevAkF4tZxS4xx9wBnKSgs5kgPN57YtPiPpeAfThdJaicEG,5Ejig4YeqWjm962RougiVz2HSeAT32Dr9zmvFHdUoWiWsR2U,0.016578548,0.0
5Fevd1Ho8TRqaCj3wDvhnqbZ7uSyChN1cZ1QJvuiP7vq3U8A,5DFtsLukQEb3jB4TRC74FtAkQiRPBjcNoe8j6Kp1S792qNzX,0.00183135,0.0
5FeyajRPT9ip8kVkD53G8J6XUJWrijHxBjuShwjpaw4cAXiY,5F6mbDyUyJ6usA3rKyWJmsD4ftBe4YjoC67pGPKAGbdZsVRb,0.007463028,0.0
5FeytqWTmhoZ4gNgXWpA6GkuUdBZZ917YVXmRZFDyMiZxENV,5GzkkLTYG3QvrXZwn6ng9ss8YoQMT1Q9h8JCAqCbWH1gWD9U,0.00179314,0.0
5FezmVVtogFHRU7LVabKheAV5hrQ2PaMit2iVUVxh58vj3aE,5EJ5tZCqzrE2LRh1Wnjh3HUkrDpkTLuApPDzvVRWvECZiLiK,1.9949e-05,0.0
5FezztoSGY2iVKtpKyaPnexWX2yBw7mEkbQJT1j1gwcegszd,5GjndHMqAh2qytf8TPomuiQaUYPdJw1meQVUfRnKT4ZwduqY,0.009755029,0.0
5Ff5SzJVcq8zDoHdojX4r18a9cdcjwrzpfvxUH1t7KDGG1Ct,5H9LcFZbycsTyjuZu61JcDGsCbDxCE9iWb1W7z8Dv4m5eLk9,0.002002948,0.0
5Ff5xinxvJ4uShnScpQPefhgzBCuvTxCFt9rT6Yu9rUeDamb,5ChbFywQgd5XYB1zuCUmPvrGyzXK8XZf7P4cdNDoVsoKHCAj,0.00447883,0.0
5Ff6DvJWZuTyapSUrDEfaVhiWXCmNvPSx8QUHjy6pq5SVuQ8,5FEXvRaW56G51LRKHXGStYBzRGwCfD9AbaNrTLmnnNxaSeXT,0.0,0.0
5Ff6VrvYEaoBAQKPfh2maP9bkisFMrE4QvmyzbVEnRjDz8eH,5CPVavXWAn2bGPfEj4GqfgJ4ibFkCsU8Usghya4n4HZT6kL8,0.012757443,0.0
5Ff7QRJLeqccDch3bwoukq987oicmfLFJ8WqxVx25qCaUArS,5DJZrgJFZk7zWXuW3UjtnAR2YNnuWkTTvh4tXizXkwdFWpve,0.002807413,0.0
5Ff7csEGYBBPuMFfY8ggpP9bPccDVwspw5NveT2aAsKhtuzF,5HC19EiHpBf6WDidbEwsgjTa3yvi8W7jEozbzwbvmQD3iF71,0.038478207,0.0
5FfARVC3G3VSfzfRSxQurgYAzyZjPQzp6w1VwxusZAbr2XZy,5GEK54tngsEyM9yTs1uFQShwNDtERHh145d7V6XxyvBVugF8,0.011402626,0.0
5FgWKPGBFMt88F8cPUTbXQQhVEfrpmRcSTzSS4mjBXBGSQHM,5GRhNS6Zaj8kEQTwJHmoub4vmr6YVruLhVzEJJws5DJGpyNu,0.010042074,0.0
5FgWbjJoGd39wLoMPpsuLGE62W9MkPhTmSHKabLyFyGuQfm6,5CoDUkf3cia667rECFYHn98LMBMhZ2kxJKUy5rejkXQKa949,0.001727212,0.0
5FgWiBpzurPYu5Ns6dFuzhpZnTd4Qwq5e1sS4754vaLtKCjc,5CqtSZ5NNYyVv3vXQiaN4AbEyq7KSbK8yKify1N7YkweN18H,0.020114522,0.0
5FgWxA9w4NWvvGKqEBToLTCWhW1CtEDnNcMwrqmfdeBbejPZ,5EF4K5WTuLcYu4PG7XUwjEZBZnJ6KiapoLXaqizttSVLhF8o,0.009851992,0.0
5FgX7zsmMSCsu4BFju88zrNbC72tXsJpMuRc6AB5eCujWPGS,5DA94xqd485as5DapuhQ6PQ8eJ5ErYzTftafh3gWywnu6kcN,0.014719554,0.0
5FgXWCsQffWZu5MtTieuyq3FgWYoDj7UQrHfKfiJhfjdCHsD,5ERPifjRduxrDfuyZA2jGxGqMAyrVkQmgAZmCj1mvsa2woLX,0.040502544,0.0
5FgXjyxXqFvWAgxwgp1LdiWZFBVVycNczCZ2kAfGwtJh5Pr6,5F9LK2PMPoSjoatXGeXdpRdgjcY9QMjPpRTQ34ggDbwGzxSE,0.008156155,0.0
5FgXrt6dc2Z9atWLfhSnrrcubPkSzhwiuruX4x6s1Lx8vobf,5DRkqpvTgxnTg57ZtFnzn1te6ekV4WrYrZD4SuUfpmByz8eb,0.017976059,0.0
5FgYXBnD63LNLkArKfbK1i4K2gbLbs6zULHA2DXFmhLdtFHe,5CcaSxNVCk1TQ9EtEP5cXpV1RJT4go3zG2KQzXt1EGL5RNwK,0.022616087,0.0
5FgbQETj2siGnFWDefsYRkwMrEbfnEqYCQaiHdyBdxztnQcb,5DUrWyJ9QVcXviYhVCtQ1UPUQ62VD9LnAF1nPaTx3i1P3Fhz,0.000217648,0.0
5FgbwPFXt856Fo9RNXTR27R4W5jYDMhHY2L1rQ4485K9mkid,5D1r6zePyv8jY9J3RWufNqyEa7fWpmPsjczujPjAQJd4mW3J,0.001666363,0.0
5FgcT2tHZpSJMoayFBivHNn5kN6s5j3AHvd5eJfQ68CUUAB9,5DUjZPpaXUvZbPN64CMqwHcV5r9ruRHxSH7HYu94erkTTB4Q,6.3601e-05,0.0
5Fgdtd86JprwGDii2jYkJUgUKo2NWojENtzKmr2piPHyNQGu,5F4hedK1Zro2HRa82i4sDnxnv5gXCBYrjntucjHg4Y1jcZYB,0.035000414,0.0
5Fge97eiiiEk6tyhGKQMn225KnZzZ1kAA1kePSxRMvNsJjUc,5F6aEdaZ4nBJ41r9U7qmMPQmcoVnDyAea4h3bVF8ekHRWrPb,0.001679334,0.0
5FgfsNwpMchZmVM4MpAx5VmauHfb37518ctBHArYxesFqNm9,5Dc1Rj8NViPCbQ1pQR8SFjZWJz5Rr1rkUd8XkZYdW5RWbHjo,0.009795289,0.0
5Fgh4XuCRn23iZJiiK37CRs37WrtvHUfxeCsV5qBQC5Mytcg,5HQc3J7DoFAo54Luhh39TFmnvKQcXGfW2btQiG8VzJyUc1fj,0.00815748,0.0
5FghansFkepzeFffqbT2hDfFsds7QvQ79ZSksBxrSQ14PdUC,5DAwQCwjfunf1d53pMbpM1d1DMG24uPnHJZ7MFdcZNcefcZ3,0.013744292,0.0
5FghkaH1W8JP3f5Kc8Y5yEAit5b7LjmcZQ8C73LQ4aMnD5GA,5EqktwdR4WWAEktEyM46xoiqh4r7TduDUkjXvtWTBcCZB3nu,0.001661052,0.0
5Fgj6K7Y7qQ3M373ix13AGMSRMYEfr7KF3zJWVrDQX4asdeX,5FEcKw51eE14ATRvBhkqvPJFna2m54LbBN9Xj2irET3zwWvS,0.009936046,0.0
5FgkzQwRWHF9E5e3sWbTx1AB4Y8rcvVsTndZfdbmnVarin5b,5DaUQrFC3kEuqCkvBELUs47pJpNoqXTTiHop7c3pcq1KngQo,0.013681224,0.0
5Fgm3ZSGdVy7kUQ4jZs3hXkenN3FAMoyhfdz3pZTRgYy2w5x,5E4SvfBWtzEZ5rhGuAWKnkvCnPB33zMHhHhkgxG11YcqM8BS,0.007755938,0.0
5FgmUpvBZqXDJ7giiL5p2RhdmPtQQomEDVqjVdCWyE5qUGBZ,5E1Vt46SH2skif7y5nivSyXDyXSiQYzSWBe7AT5e4dTFhHpT,0.0,0.0
5FgmreZDYrVJWbZWX7E8dUzzx5xD6P77NaUUQuzG3SBD36MN,5GxqzCrxPbyCX2VWEZHd3tFZcS4PtAQfgXsuWqjshy7iH8u8,0.007609618,0.0
5Fgn7QZnZ6yudLCBLE67pM8gQ7utzKcHmCpvc359fqwuq2LZ,5ERPifjRduxrDfuyZA2jGxGqMAyrVkQmgAZmCj1mvsa2woLX,0.01771541,0.0
5FgpohiQNkRtQwN5yBCHKHEYBMQLrm4ao8DYuvphDdvukW9L,5GzkkLTYG3QvrXZwn6ng9ss8YoQMT1Q9h8JCAqCbWH1gWD9U,0.001287683,0.0
5Fgq3b5pquEtMcJbPoWwvLfrD983Y4a3nHWwZuSniKgThXe5,5EuvtS4CRSTET8iPar1PN4dERcZSqf9uUzM3KzzxaBKWZb5C,0.007792811,0.0
5FgrxibfkHThL1Wd1GTBFFcyUxoyEyh1w5fN2bgCoDnf3eaP,5DJ3GLhyaDXdbCkpxuCUCWK6Cg4iWdQnWnjUwzSqi1vbaGPW,0.013812913,0.0
5FgsPuvoGWCZhWEh6UDuvmarWWZFhtiVKn7YJQRAooFKF3D1,5HVwgsJ39C2cwbTYepHwSS7VkBwzvc7e4hUfDjEqg2uygaLU,0.002036213,0.0
5FguhydByoksL5oU3vmh8akqgVfKvw1MmTPLmNYoN5MBQacf,5Cw5JQSx2MKrEXFBzfXfb1KJma9uJH923PTfhV2BYDxjwStd,0.015947934,0.0
5FgvHxmXK73R33Jz5o5L5xRZtT7nkGMu95ScfUDPBE54pwNs,5FPEFTgTC3mmkx7wBX3nrrHhcReAzApTmjUQnvMRLtPxf4Gi,0.009214404,0.0
5FgxGaftq1h8H2irBUzK4sNWpjVuDjvesmL4KmW4vdtFnu98,5DRfYXnJfYKT8peHrCgdTV3Mx4KxcQDjurSZFBJdKjbZNkSs,0.001680569,0.0
5FgyBYnrHEVGhb6a8Ha5wTFkW1zvyAXobwuFTJ5PpfNAziux,5EeGDXixFRSHhPTVKhM1bYxr9qXYd4iuteFornKijD8YAJNG,0.000308649,0.0
5Fgz7UDQ447MywWa2Enz8io9ee5qKFYY8CeSAw9vAdf7ecrU,5CZZZbiTGJ9jagW2RfmVKEbyP62CZQEyE5XG1Gepidr9sbtz,0.000316165,0.0
5FgzSXyD1qWEsBBV8x5syAYj2hQ2ww9VBxSCKvZefQ11Ww1V,5Ct4vNZhvPChHpSWigB1ndq4sL4YFKeFAGDHEAtQ66f2GLHC,0.004232929,0.0
5FgzWCfHgbFY7FZeYDTQF5pGdjKh7QwBC9RFKS8r8tMTWF2x,5GhPY8W7PbsXimGf7HQTuXpRsPtrjvVcRkd8j8ddkFQ1wDEz,0.003358523,0.0
5FgzqUXEJojSzSbu86P1Tdc99dnM9tBsgyKzYbeWfRF9kUgB,5HL6zvVNc4FSX7tcfLfkiJNfuwaEHNWsDLSE8ZT1NMWzEJg9,0.020134982,0.0
5Fh12hmMYouTpLBxCzoPQSajVUXtx9GaHbpYyDZhyoqE7wPK,5E4uzqEqJLReY9xc2gdYm5UWkKAifZGncNguodNMSVcGSxKX,0.015283118,0.0
5Fh2uhtNtc27jvtLt84MsRqeT9MmgcS5PK4zmuiPBcSpfTsA,5D2tdgmNFQGJkpsTQWEpuYv8oAgKob9qsEHhGSdcsFZyajrT,0.0,0.0
5Fh4BmT8HQFQTwwVrJcMzcFtfuBsE4o36YVU6B1sRkzN52ch,5D7BYFh4ihpufKFExbC2XLTnSCvto9khUyvddd8aBa1Ek1sg,0.006071442,0.0
5Fh5sTTNRWCHWLgo37DRYMeo7uHXb9skiUuy3ipftPdq6du6,5FEKJ24UZmkBFN4uernFv6yF9qEAgAYmWaoxcyQVZsLDfaEi,0.027275197,0.0
5Fh5ytermY2mDbU5GD1DzKJKUPH7VuhpmZywYNxZ6YuGbK5P,5CDfkK4Xb15CzFtcjWJ8gdiWAJnsE9mGMbiasmBBQLny55WW,0.034074575,0.0
5Fh77aZ3Max32RS9BSpmJVMZBYobP5WvnLobFFVCasxirNBW,5G8k2awrubCksUboyNcT1RhsX6rkT4tnHAbV49S27CBQ4q35,0.001346527,0.0
5Fh7iNgNJfFLjP8sPhaVSubvia2zzspr6GhK5FnqrNwgKr5s,5FW3aw4a7wm2d29WLrP3kPQMbJtwe1S34MkpM4W2j3TS57eP,0.012656046,0.0
5Fh9gSLDtZXBFz6bNREpfsFZPUGHkBL6TqhtYtq67ptRduGW,5FXHMaHbsAcSAAfs3htrxVJU1MQKZmkDE7gvUTZ9cKQJUtGw,0.0,0.0
5FhB8iHvtFbmJomxptW9EHYzWED3PKwSvSJiwkQxHRbbVzha,5DA9w1pMiwYPd3HKW5jSdhcxNenmKAwu4DAdHt4wrv6B1ydP,0.028985735,0.0
5FhCRCMunXmzodoxQGeNZZTbiyQcw39yuTWbq94vzU7k8W3q,5FCZ8g13LsRdASt3rfwEfQZ9iDkDDhoUvScCSFRqocss2ukP,0.0,0.0
5FhDHYrVJd7uX65Dr9YxU1RtajBsW4uRjjw7hUPPaoY5yHvx,5HEjrmKmNzaaRVENsFG687N2wXqSutSM1fx6Dhhf9GMouvfM,0.010990697,0.0
5FhEXGc1p1Nmh4JfYRfYe3Jku1UirTvfi4R1Kie7ne6WJdiA,5D4S2WVBL1GyWWKvTuJ7Rpwbp2d7CwtNX2bwDxgvP28HRVLb,0.000552672,0.0
5FhEzsdgHQmnaPUQ1NDK7QHGLmEa6Jn574MPcRdpGRrhGMVm,5CepEv81CSSjyYWP9ZN1saBFvtWALoUAZHiPn57V1xhYYDdQ,0.019603731,0.0
5FhFnWjw4sPeUdJX882GdkYMcrzMbfmqaMaWpFb5mtzrS6Gd,5Cd9gHX7ZrHHMnRiZyTVMUGnBvjWxHgusNXchmjRZSP7sVJH,0.0,0.0
5FhGDKSLBBwERCwvpdARWWvm31SqJ3dNSV1FeQvJhR7inMDU,5Gs8zS6SDS4qxwBGtLEQEHuQc4hPkFEZi33Nx6gRThxQmDoy,0.007926001,0.0
5FhGmEPjbAkuo7iY25zbCLpb7kpBcZAc37p29B4siWS6fbP3,5ExainYbu79pDvDugJ9pzA7QUxyhzQp61P6GwHbTmqsegYB8,0.008681491,0.0
5FhHDz8jP4dNnGqonrhPsUXFhFNAcfLqojVfbhTKKu2bfZYJ,5DJZrgJFZk7zWXuW3UjtnAR2YNnuWkTTvh4tXizXkwdFWpve,0.008221947,0.0
5FhHvWMtUa2FsKt1aL9TN9yrcJM8dbagEBbHqZdpVRpg1R1w,5EP2k4V64J4TJx5jqnxuRcThpXqqAVLCyNUsAZLi3aNDMLap,0.007915875,0.0
5FhJyaLRv7kqMNSUfh7UthTCLK6Si96ma6idRnNNJwi5748V,5FvU4zNKK4QRc6z1gCrPTr9ePKokY1XQq81oEvpczvevsSGx,0.0,0.0
5FhKEn2atNBDfMRSKxig1x4YPyaJjty2xwhvg49FXdgv1uRs,5FhESc449sXqKWi137W7RtGVpCf5SMPgF5wn5UuAvvGjmoeq,0.021334639,0.0
5FhKg95hssBoQMn82KRi2b9XL2hxE7ztgjEnDKWsG7oo9u5t,5CQNUUMHxvjCT6jgeCbQyTBoK6trcPBc6kBP6S7sU6zmQC4p,0.014018908,0.0
5FhLZFJw3Jundc8SxB1LmQJJb2eBPaFXJbX3STUnWaE9zW8L,5Dpz3aD4eE84BTx1DSc4FXYM2v8We9uM3rsDmhFCR8GEqGpy,0.001377392,0.0
5FhM2Vn9HsC6UJWKjT4kFuXFUskDDfp68rD6xC6ArjjgcxMG,5EfFfApmECmuYJKkRd4anHWWvEu8XsKEtnd7uMp895H5UXN3,0.004220397,0.0
5FhNY3KjR3J8SyqMdnbhCAjhoJUmLR9Ghjp2RTbzHWC6tkV5,5CsvgWsLSspvvtbfHK13my4HFt4XFTusAk329Rz82xJhKVPc,0.006443554,0.0
5FhNZiEXZS4esercdvgL1f6xhqnNMuy9E9Cdf6DFS6jknrHp,5EsYy5AXtM8gvsNa9K2u7cMnrR1sgCchK3wbWtrSxhCoCySb,0.01322608,0.0
5FhPAUxmjoSrEzfaqnrS9s7CNPqS2dFpDvQcCQ1gcVSh14iL,5HEjrmKmNzaaRVENsFG687N2wXqSutSM1fx6Dhhf9GMouvfM,0.009789324,0.0
5FhPx8JFuWwkNeMseRqsJ5PAq8J1jQiWGRXb5yQY1zya5fFm,5DkrqJc4vAmKynGU6896jeNArUodJjg5ZVJsWzQeqJ4HDVFi,0.0,0.0
5FhQUhX6ZNinkhTXW3nVyE4Cboa27CzT3r9BwNe5fWG17pij,5FZExVUv6gkTkguSonNZBgexTLmbS4ChrAkpxJFaVQTDrvjE,0.007805601,0.0
5FhRRjHX1rsT5KQ8JsTT91gGM9BoLxXYg5PpB81QHHD2H1pQ,5FEKJ24UZmkBFN4uernFv6yF9qEAgAYmWaoxcyQVZsLDfaEi,0.016734663,0.0
5FhRevEMMXG3fEiErehvY9zAJMWySt7y1Enc6WvYUcKRyocB,5D24HvAjvaHMbWL3Bn5HaTVxEVrKhWj6xtNnkwqBGCajEjvo,0.000559805,0.0
5FhShNYnVLsPDivDGyLMzp6oLhtRqpyWyWmvzjqyzBk1pyP8,5HbhKisEN5K6cyhTHLUcfYhv5zs45fKZnc9H2XLEZ5Gp5XKv,0.007345655,0.0
5FhWEvBjhuUy6XdU7xUUWUsTWuNi6UcJe2MHbRT4Mpjs78U8,5EefisctzgWdVGFQaL4LjFFacTE7dM4YJVNy3ogGBQoapTU1,0.001692396,0.0
5FhWzBHAdQFzBgUAEKhVUFvkbZB7AYrRYyLDVafmTcDnPEmA,5EsnJCeXQ9EDHeAeyJXmaZsjXH1i714BdrCnUtpXQ7FdwTDW,0.013903444,0.0
5FhY9xNFCJhABrEBqDaBG5MgzPZ6Xf5iwLEkBPAwXAvzGrsC,5ExYC5KhbxRymHvWiet7WdtLEyP1fKUUuKBci4eUk2xXRCNR,1.066e-06,0.0
5FhYjNy3hQU5cNZSFp6QXRu3x1dKmrbzbCzFAkuCU7X6KJre,5DtVE5zCzFY7jWbJBcZvHJNBRuv425YLzvs6tYZqnBsj44A2,0.0,0.0
5FhZAABuUU8LVyV2hbZCT5AwxbsR5AoEUB5zdP4zLbrhffFX,5GHRrTtz95yaWmhUyGWt7RpvwT1dom4xkPvyLeAbfjm7xkQ9,0.01571885,0.0
5FhZGDAMEvmW5qEgbNDzNh8oDaCFW8p6DyJnd2F6eV4PNzDp,5DJZTayxmMntPSR9Hj8GVZzofdNWs8E6c2YmmPSXNqzqx3hK,0.016130077,0.0
5FhZsA2kZsUeP8jf4gn1vtb5JPmucNvD7WgQbNNCxyXnFvRa,5GEGYvc34cqMSP74biFDDrDYgztuNMTmg3cpq4tbHbRD3Bot,0.0162882,0.0
5FhbvTiD4SRNJDmXRH9cqNFYzdd49vWgb6RXDyRXxfoZGSbg,5HWNadHLhTDFoGxMCJommibSvC2BtH1Jz4AMRWnU1mbnWNeh,0.0,0.0
5Fhc7N3eCCSV6Pt3MoQGABZY6sYbF7W1eHF59CQ7BUQ1Rq3C,5F6isJTzPdwhFLPEjbY4t35RpYMAHvPahUPHZZMnmZL2yWh7,0.001557956,0.0
5FhePRkErdYZyYyvS5s8NCfB8QjjkN93tU4EDrf4Nxt1ndPK,5HgRYQkxSmmiXXQb56DjZ3pYm9ZsbHQq11LGu1yW27eVtvKp,0.009029418,0.0
5FheZ1ksX2a4i5TvRKqj7LqasvRteq9arrsaUHvbbmjbEgT9,5CQGtQwdzgL5LzCGFqqGQYU4ZXoVzB5xGDMWPxg36rUES1qb,0.012409274,0.0
5FhgXg47ULp15Tv3WExZLPFx9W1UwsRPchofzeYVmBoHR1Ek,5GnNyf3SRw8xMHwdQX1pVUPGf8NWeTCB4KJLYUgnUJp2yaFo,0.06060615,0.0
5FhgcrCcPYu2t9wujB16EZe8WfiBvyJ5pXhc8NXBvfWNeb1h,5DepDpQaheHmxWCMgzkqXTsSYgNESEDqLd4SFPiVPDnMkFek,0.004966451,0.0
5FhgqcvZNoZRHGQxPu43zLSRRjJM5tvN7qqobXGVWLeyfFs6,5HeHcJBUfYynMt2h7DA1LK3NHgy2GXH7LS9uNPZHRBygUiie,0.017353961,0.0
5FhgrQkhP4tFXJkMVkNARAFPhf37jxYxvoZDgNH5KWPamKm2,5CUcCvuSfH2cr9AxcyKJa6Ej1VtQMVQKKzTcFBynrj6UGPnW,0.008837166,0.0
5FhhX2ywYvWu2fYu7TWCqyNGmk4YCfds7VBABjF7o5Q1UWzP,5FkN3MAW2Grht2wCBgLm5XjSjMwQADQiZyhaxnGSyiT56d9u,0.008155858,0.0
5FhhhX5ourPVdS21aXcRuWgAJwubXbQ8j2H3kHP1cLFsjnD5,5Fgss2QHmXEeZ8vLbdrySY4j2eVNwxrVnHQQ7D9mfLxTkyo6,0.001234853,0.0
5Fhj8ZN26BM9MTSuBDqF469agBrjjLR4yWrHTvMAMCpoZrh8,5FH5zL2X5FVToqEEQNQoZ5z3xMtcCLEKSFRkHX6jMSTndfUZ,0.003829661,0.0
5Fhjr6q9SXLqBaFL9yS4BvPimp5qb3vuGufCT7kVVJWnUX3f,5FTmoxryR9tiRGwNUvupVrfTcG5kwH4NZ6tKaoXdwWUFTQVg,0.004675631,0.0
5Fhn66JUv5mtLJJyHhBnYY7efYF23k6f1jYEZPqdCLqBrvEw,5CY8d3AfV1UKmMWf4P8YutARqjwRa1yJCoxmB2uvdkWf3VjZ,0.0,0.0
5FhnTXRHf5x2P4TVNg3vnDkFS4uFWdkXKNMNfX6A5VVQgw7y,5FEcKw51eE14ATRvBhkqvPJFna2m54LbBN9Xj2irET3zwWvS,0.009633323,0.0
5Fj85TbgTRmdqV7Yx4hgX3iP9ic7pEUbjoG9ubp5irAQ1Qgs,5CtFJcEynGE57nhrgcVmMVAN4nqmPQ4RxVC2mboGGygmcFmB,0.00855598,0.0
5Fj8AHSifagaTMXDGN3Eab6wNACMB7Fzh6gmyNGw82i5Wmzh,5CMMPpauwi4tSMKXgoYobx6GSsFVtnvUm7vRD56DHf1SuA1z,0.001998942,0.0
5Fj99DCDutDHxxX2zCRpcLWKBhBtgnnjSfgFxepzfSzRuyrs,5GL8o6VSQStN1ksGj8v2EGf7fh7BKM7pBiVHxBCwAY1vLYUs,0.00507205,0.0
5Fj9qjQjKymozeZpuJZgw4ew3f6aQ1Xe4G58bYc36x1SoUHJ,5CXbZ832xFdmH2BXJtqfFbTQzVBt24SikLdxaztbf1zJCs7g,0.00192128,0.0
5Fj9vpon2cTYCDqzrtv3o1JS3gZ9ADV6R6JYrTVGXf5SR2FG,5H8mhQ2Dmmp8c7g2dceBcjPawsgAikqearYVSVenkYPw5xXG,4.854e-06,0.0
5FjCnmeMh2j7y4ux3uvhjjpTb2TzxZaT6gcu1tBgcxX77E6k,5DoRfJDp6qxtg1hQTYMWgeXbrXBKGZF7cnZFxupAxzfbzw4q,0.001836058,0.0
5FjCp8fZqwBbzBN95tFMcJDNXxbcT39w141SXKhLf3JEhd41,5CfLyPQRiU6HQKWXrUzGEKkQhbkP774XqZNFmtCjH72nvGp7,0.016048774,0.0
5FjEsxA8d2Ld3kuvcoTevZayaeyTBDwPezZChfXb8BusrCa4,5GeLL4YtCmyp7psbktcpEgAP2hJRn1fGw9zjQAvXX6L6C49R,0.0,0.0
5FjFwYt6MqiKPLqqGhKNaaDbHm3aR72GVmLFmGCJXipjiV5t,5GhPY8W7PbsXimGf7HQTuXpRsPtrjvVcRkd8j8ddkFQ1wDEz,0.005726641,0.0
5FjGARipvsfPJGnR6hDZi15i3XF6rd3u9sbysMNtiqBULKzF,5HNfTJkebrw7PGP8J18QTCgpYchPyk4emSRFGCCATr2oX17P,7.074e-05,0.0
5FjHDBmnCJ1nvtopai5bZbeF3ma9j8uSsntjYLuXKRpvyPxr,5GzkkLTYG3QvrXZwn6ng9ss8YoQMT1Q9h8JCAqCbWH1gWD9U,0.001370379,0.0
5FjHsA8bfhCqcGVy8tQam1JLdwVJPn2uSeQW77PLuNxWnQg4,5DoZSXoQrR43uVHh6oXbYTeCkjqz6yi9MTFJTjmMh7KPsfd6,0.022425015,0.0
5FjKd4JomtT3B4ZstusjEQUbQ6ZG9pdaZQVvovufxcXjE3FS,5GzdjVyfQBDsG9dqTe1yDLm5CwksrSrTNWafxAJdZauZT9Eq,0.00870987,0.0
